,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,5,0,0,173,11,0,0
4,4,162,9,1,0,162,19,3,0
5,5,152,14,1,0,152,29,3,0
6,6,149,14,2,0,149,29,6,0
7,7,143,15,3,0,143,32,9,0
8,8,133,19,3,0,133,42,9,0
9,9,132,18,4,0,132,39,13,0
10,10,127,21,3,0,127,47,10,0
11,11,122,22,4,0,122,49,13,0
12,12,113,21,6,1,113,47,20,4
13,13,107,24,6,1,107,53,20,4
14,14,100,27,6,1,100,60,20,4
15,15,93,29,7,1,93,64,23,4
