,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,174,3,1,0,174,6,4,0
4,4,162,9,1,0,162,18,4,0
5,5,152,14,1,0,152,28,4,0
6,6,148,16,1,0,148,32,4,0
7,7,142,17,2,0,142,35,7,0
8,8,132,19,4,0,132,39,13,0
9,9,130,20,4,0,130,41,13,0
10,10,126,21,4,0,126,43,15,0
11,11,121,22,5,0,121,45,18,0
12,12,111,23,6,1,111,48,21,4
13,13,105,26,6,1,105,54,21,4
14,14,102,24,7,1,102,51,27,4
15,15,97,24,7,2,97,52,27,8
