,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,137,20,2,0,137,41,6,0
6,6,132,22,2,0,132,46,6,0
7,7,124,23,4,0,124,48,12,0
8,8,115,25,5,0,115,54,15,0
9,9,115,25,5,0,115,54,15,0
10,10,111,27,5,0,111,58,15,0
11,11,105,27,4,2,105,58,13,8
12,12,95,24,7,3,95,52,25,12
13,13,90,25,8,3,90,54,28,12
14,14,87,27,7,3,87,60,25,12
15,15,77,29,9,2,77,67,32,8
