,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,5,0,0,173,11,0,0
4,4,161,11,0,0,161,23,0,0
5,5,153,12,2,0,153,24,7,0
6,6,149,14,2,0,149,28,7,0
7,7,142,16,3,0,142,32,10,0
8,8,134,19,2,0,134,43,7,0
9,9,133,18,3,0,133,41,10,0
10,10,127,21,3,0,127,47,10,0
11,11,123,20,5,0,123,45,16,0
12,12,110,26,5,0,110,58,16,0
13,13,106,25,7,0,106,56,22,0
14,14,102,23,8,1,102,52,25,5
15,15,94,27,8,1,94,60,25,5
