,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,2,0,0,178,5,0,0
3,3,168,7,0,0,168,15,0,0
4,4,151,14,1,0,151,29,3,0
5,5,141,15,3,0,141,32,10,0
6,6,137,14,5,0,137,30,16,0
7,7,128,18,5,0,128,39,16,0
8,8,118,21,6,0,118,46,19,0
9,9,118,21,6,0,118,46,19,0
10,10,114,23,6,0,114,50,19,0
11,11,106,26,5,1,106,56,16,5
12,12,90,32,6,1,90,69,19,5
13,13,86,32,7,1,86,70,22,5
14,14,84,32,7,1,84,72,22,5
15,15,74,33,9,1,74,74,30,5
