,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,14,1,0,152,29,3,0
6,6,149,15,1,0,149,32,3,0
7,7,141,19,1,0,141,40,3,0
8,8,131,22,2,0,131,46,7,0
9,9,129,23,2,0,129,48,7,0
10,10,126,22,3,0,126,48,10,0
11,11,122,22,4,0,122,48,14,0
12,12,110,27,4,0,110,60,14,0
13,13,106,27,5,0,106,59,19,0
14,14,101,27,6,0,101,59,23,0
15,15,96,27,6,1,96,59,22,6
