,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,163,7,2,0,163,14,7,0
5,5,155,9,3,0,155,19,10,0
6,6,152,11,2,0,152,25,7,0
7,7,145,13,3,0,145,28,11,0
8,8,134,18,3,0,134,39,11,0
9,9,133,17,4,0,133,37,14,0
10,10,131,15,5,0,131,35,18,0
11,11,126,17,5,0,126,40,18,0
12,12,115,20,5,1,115,46,18,5
13,13,110,22,5,1,110,51,18,5
14,14,103,24,6,1,103,55,21,5
15,15,96,26,7,1,96,59,24,5
