,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,167,7,1,0,167,14,3,0
4,4,151,14,1,0,151,30,3,0
5,5,142,13,4,0,142,27,15,0
6,6,137,14,5,0,137,29,18,0
7,7,129,16,5,1,129,33,18,4
8,8,119,19,6,1,119,39,22,4
9,9,119,19,6,1,119,39,22,4
10,10,117,20,5,1,117,44,19,4
11,11,109,23,5,1,109,52,19,4
12,12,97,26,3,3,97,62,12,13
13,13,93,26,4,3,93,62,16,13
14,14,91,25,5,3,91,61,19,13
15,15,81,29,3,4,81,70,12,17
