,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,149,16,1,0,149,32,3,0
5,5,141,15,3,0,141,33,10,0
6,6,135,18,3,0,135,39,10,0
7,7,125,23,3,0,125,49,10,0
8,8,116,24,5,0,116,52,16,0
9,9,116,24,5,0,116,52,16,0
10,10,112,26,5,0,112,56,16,0
11,11,103,30,5,0,103,65,16,0
12,12,91,31,5,2,91,67,16,10
13,13,88,29,7,2,88,64,22,10
14,14,85,29,8,2,85,64,25,10
15,15,76,30,8,3,76,68,26,14
