,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,150,15,1,0,150,31,3,0
5,5,137,21,1,0,137,44,3,0
6,6,132,22,2,0,132,46,6,0
7,7,125,21,5,0,125,44,15,0
8,8,115,24,6,0,115,51,18,0
9,9,115,24,6,0,115,51,18,0
10,10,111,26,6,0,111,55,18,0
11,11,103,28,7,0,103,60,21,0
12,12,88,32,9,0,88,68,28,0
13,13,84,32,10,0,84,68,32,0
14,14,81,34,9,0,81,74,29,0
15,15,69,38,10,0,69,82,33,0
