,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,150,14,2,0,150,28,6,0
5,5,137,19,3,0,137,38,9,0
6,6,133,18,5,0,133,36,15,0
7,7,128,16,7,0,128,33,23,0
8,8,118,19,8,0,118,39,27,0
9,9,118,19,8,0,118,39,27,0
10,10,116,19,7,1,116,40,24,4
11,11,106,24,7,1,106,50,24,4
12,12,96,23,9,1,96,51,30,6
13,13,92,22,11,1,92,49,36,6
14,14,89,23,11,1,89,52,36,6
15,15,80,24,10,3,80,53,32,18
