,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,149,17,0,0,149,35,0,0
5,5,140,16,3,0,140,34,10,0
6,6,136,16,3,1,136,34,10,4
7,7,130,16,4,1,130,37,13,4
8,8,121,18,4,2,121,42,13,8
9,9,121,18,4,2,121,42,13,8
10,10,119,18,4,2,119,44,13,8
11,11,110,22,3,3,110,52,10,12
12,12,96,25,5,3,96,58,16,14
13,13,92,26,5,3,92,62,16,14
14,14,90,27,4,3,90,67,13,14
15,15,79,31,5,2,79,77,18,10
