,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,0,1,150,30,0,4
5,5,137,20,1,1,137,40,3,4
6,6,132,22,1,1,132,45,3,4
7,7,123,26,1,1,123,54,3,4
8,8,114,28,1,2,114,58,3,9
9,9,114,28,1,2,114,58,3,9
10,10,113,25,3,2,113,52,10,9
11,11,106,26,3,3,106,54,11,13
12,12,94,27,4,4,94,57,14,19
13,13,88,30,4,4,88,63,14,19
14,14,86,29,5,4,86,62,17,19
15,15,74,35,4,4,74,77,13,19
