,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,12,2,0,152,25,6,0
5,5,141,14,4,0,141,30,12,0
6,6,136,15,5,0,136,32,15,0
7,7,129,16,6,0,129,34,20,0
8,8,118,20,7,0,118,42,23,0
9,9,118,20,7,0,118,42,23,0
10,10,114,22,7,0,114,46,23,0
11,11,107,23,8,0,107,49,27,0
12,12,90,31,8,0,90,66,27,0
13,13,86,31,8,1,86,66,27,4
14,14,82,33,8,1,82,70,27,4
15,15,74,33,8,2,74,73,27,9
