,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,149,14,2,0,149,28,7,0
7,7,143,16,2,0,143,34,7,0
8,8,134,18,3,0,134,40,10,0
9,9,132,19,3,0,132,42,10,0
10,10,126,22,3,0,126,48,10,0
11,11,123,21,4,0,123,47,14,0
12,12,112,24,4,1,112,52,16,4
13,13,108,25,5,0,108,57,19,0
14,14,101,27,6,0,101,58,25,0
15,15,97,27,6,0,97,62,25,0
