,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,3,0,0,177,6,0,0
3,3,168,7,0,0,168,15,0,0
4,4,151,15,0,0,151,32,0,0
5,5,140,17,2,0,140,37,6,0
6,6,134,20,2,0,134,43,6,0
7,7,126,23,2,0,126,47,10,0
8,8,118,23,4,0,118,49,16,0
9,9,118,23,4,0,118,49,16,0
10,10,115,23,5,0,115,49,19,0
11,11,106,26,6,0,106,55,22,0
12,12,94,28,7,0,94,60,29,0
13,13,90,28,8,0,90,61,32,0
14,14,88,26,10,0,88,56,39,0
15,15,76,30,11,0,76,64,43,0
