,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,14,1,0,152,29,3,0
6,6,151,13,1,0,151,28,3,0
7,7,144,15,2,0,144,32,6,0
8,8,133,19,3,0,133,39,10,0
9,9,131,20,3,0,131,41,10,0
10,10,126,22,3,0,126,46,10,0
11,11,122,24,2,0,122,54,6,0
12,12,111,26,4,0,111,59,12,0
13,13,107,26,5,0,107,59,16,0
14,14,100,29,5,0,100,66,16,0
15,15,96,25,9,0,96,58,28,0
