,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,13,2,0,151,27,6,0
5,5,141,13,5,0,141,26,17,0
6,6,136,15,5,0,136,31,17,0
7,7,127,19,5,0,127,39,17,0
8,8,116,23,6,0,116,47,20,0
9,9,116,23,6,0,116,47,20,0
10,10,112,25,6,0,112,51,20,0
11,11,104,27,7,0,104,56,23,0
12,12,90,33,6,0,90,73,20,0
13,13,86,34,6,0,86,77,20,0
14,14,83,34,7,0,83,77,23,0
15,15,71,38,8,0,71,85,27,0
