,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,180,1,0,0,180,2,0,0
3,3,174,4,0,0,174,8,0,0
4,4,163,9,0,0,163,18,0,0
5,5,154,12,1,0,154,24,3,0
6,6,150,14,1,0,150,28,3,0
7,7,142,18,1,0,142,36,3,0
8,8,132,21,2,0,132,43,6,0
9,9,131,20,3,0,131,41,9,0
10,10,126,21,4,0,126,43,12,0
11,11,120,24,4,0,120,49,12,0
12,12,110,26,5,0,110,54,17,0
13,13,107,25,6,0,107,53,21,0
14,14,102,24,8,0,102,52,27,0
15,15,98,21,11,0,98,45,38,0
