,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,153,12,2,0,153,25,6,0
6,6,150,12,3,0,150,25,9,0
7,7,143,14,4,0,143,29,12,0
8,8,132,19,4,0,132,39,12,0
9,9,130,20,4,0,130,41,12,0
10,10,125,23,3,0,125,49,9,0
11,11,120,26,2,0,120,57,6,0
12,12,108,29,4,0,108,63,12,0
13,13,102,32,4,0,102,69,12,0
14,14,97,31,6,0,97,67,18,0
15,15,93,30,7,0,93,66,23,0
