,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,139,17,3,0,139,34,11,0
6,6,134,19,3,0,134,39,11,0
7,7,126,20,5,0,126,41,17,0
8,8,118,20,7,0,118,41,25,0
9,9,118,20,7,0,118,41,25,0
10,10,115,20,8,0,115,41,28,0
11,11,109,19,9,1,109,39,31,5
12,12,94,23,11,1,94,47,38,5
13,13,90,23,12,1,90,48,41,5
14,14,87,23,13,1,87,48,44,5
15,15,78,24,12,3,78,52,39,15
