,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,3,0,0,177,7,0,0
3,3,167,8,0,0,167,17,0,0
4,4,150,15,1,0,150,31,3,0
5,5,139,16,4,0,139,33,12,0
6,6,134,17,5,0,134,35,15,0
7,7,125,22,4,0,125,47,12,0
8,8,118,22,4,1,118,49,12,5
9,9,118,22,4,1,118,49,12,5
10,10,115,22,5,1,115,49,15,5
11,11,109,21,6,2,109,46,20,9
12,12,95,23,9,2,95,50,30,9
13,13,89,26,9,2,89,56,30,9
14,14,86,26,10,2,86,56,33,9
15,15,74,30,11,2,74,65,36,9
