,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,13,2,0,151,27,6,0
5,5,139,17,3,0,139,36,9,0
6,6,134,18,4,0,134,38,12,0
7,7,125,22,4,0,125,47,12,0
8,8,114,26,5,0,114,55,15,0
9,9,114,26,5,0,114,55,15,0
10,10,111,27,5,0,111,58,15,0
11,11,103,29,6,0,103,62,19,0
12,12,92,26,11,0,92,56,36,0
13,13,86,29,11,0,86,62,36,0
14,14,82,31,11,0,82,66,36,0
15,15,73,32,12,0,73,70,41,0
