,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,152,14,1,0,152,28,4,0
6,6,148,16,1,0,148,32,4,0
7,7,142,17,2,0,142,35,7,0
8,8,135,15,4,1,135,31,14,4
9,9,133,16,4,1,133,33,14,4
10,10,129,18,3,1,129,41,10,4
11,11,124,19,4,1,124,42,14,4
12,12,110,26,4,1,110,56,14,4
13,13,105,27,5,1,105,58,17,4
14,14,99,30,4,1,99,67,14,4
15,15,94,32,3,1,94,74,10,4
