,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,135,23,1,0,135,46,3,0
6,6,130,25,1,0,130,51,3,0
7,7,125,22,4,0,125,46,13,0
8,8,117,22,6,0,117,47,20,0
9,9,117,22,6,0,117,47,20,0
10,10,114,22,7,0,114,47,23,0
11,11,107,26,5,0,107,60,17,0
12,12,95,25,9,0,95,58,31,0
13,13,90,26,10,0,90,58,36,0
14,14,86,28,10,0,86,62,36,0
15,15,77,30,10,0,77,72,35,0
