,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,3,0,0,177,6,0,0
3,3,167,8,0,0,167,16,0,0
4,4,152,12,2,0,152,24,7,0
5,5,142,13,4,0,142,26,15,0
6,6,137,14,5,0,137,28,18,0
7,7,128,18,5,0,128,37,18,0
8,8,119,20,6,0,119,42,22,0
9,9,119,20,6,0,119,42,22,0
10,10,115,22,6,0,115,46,22,0
11,11,107,23,8,0,107,48,28,0
12,12,93,26,8,2,93,54,28,8
13,13,90,26,8,2,90,57,28,8
14,14,89,24,9,2,89,53,33,8
15,15,80,25,10,2,80,57,38,8
