,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,3,0,0,177,7,0,0
3,3,168,6,1,0,168,12,4,0
4,4,152,13,1,0,152,28,4,0
5,5,139,18,2,0,139,38,7,0
6,6,135,18,3,0,135,39,10,0
7,7,126,22,3,0,126,48,10,0
8,8,115,27,3,0,115,59,10,0
9,9,115,27,3,0,115,59,10,0
10,10,112,27,4,0,112,59,13,0
11,11,104,29,5,0,104,64,16,0
12,12,91,29,8,1,91,62,27,4
13,13,86,30,9,1,86,64,30,4
14,14,84,29,10,1,84,63,33,4
15,15,78,25,12,2,78,54,44,8
