,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,141,15,3,0,141,33,10,0
6,6,135,18,3,0,135,39,10,0
7,7,128,18,4,1,128,39,13,4
8,8,116,24,4,1,116,51,13,4
9,9,116,24,4,1,116,51,13,4
10,10,112,26,4,1,112,55,13,4
11,11,104,28,5,1,104,60,16,4
12,12,90,31,7,1,90,67,23,4
13,13,87,30,8,1,87,64,29,4
14,14,84,30,9,1,84,64,32,4
15,15,75,29,11,2,75,63,37,9
