,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,11,0,0,161,23,0,0
5,5,152,14,1,0,152,29,3,0
6,6,149,14,2,0,149,29,6,0
7,7,142,16,3,0,142,33,9,0
8,8,132,20,3,0,132,42,9,0
9,9,131,19,4,0,131,40,12,0
10,10,127,18,6,0,127,38,18,0
11,11,122,20,6,0,122,43,18,0
12,12,111,23,7,0,111,51,21,0
13,13,105,26,7,0,105,57,21,0
14,14,98,29,7,0,98,64,21,0
15,15,91,31,8,0,91,68,24,0
