,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,149,17,0,0,149,35,0,0
5,5,137,21,1,0,137,44,3,0
6,6,131,24,1,0,131,50,3,0
7,7,121,29,1,0,121,60,3,0
8,8,113,28,4,0,113,58,13,0
9,9,113,28,4,0,113,58,13,0
10,10,111,26,6,0,111,54,19,0
11,11,104,28,6,0,104,61,19,0
12,12,91,29,9,0,91,64,28,0
13,13,86,30,10,0,86,66,31,0
14,14,84,29,11,0,84,65,34,0
15,15,76,29,12,0,76,68,39,0
