,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,138,18,3,0,138,37,9,0
6,6,133,19,4,0,133,39,12,0
7,7,125,22,4,0,125,47,12,0
8,8,117,21,7,0,117,45,22,0
9,9,117,21,7,0,117,45,22,0
10,10,115,20,8,0,115,44,25,0
11,11,107,23,7,1,107,50,22,5
12,12,97,22,9,1,97,51,31,5
13,13,92,24,9,1,92,56,31,5
14,14,89,24,10,1,89,56,34,5
15,15,80,25,10,2,80,60,35,9
