,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,136,22,1,0,136,45,3,0
6,6,131,23,2,0,131,47,6,0
7,7,122,26,3,0,122,53,9,0
8,8,114,25,6,0,114,52,18,0
9,9,114,25,6,0,114,52,18,0
10,10,111,26,6,0,111,55,18,0
11,11,106,23,9,0,106,49,27,0
12,12,92,26,11,0,92,57,33,0
13,13,87,28,11,0,87,62,33,0
14,14,85,27,11,1,85,60,33,4
15,15,75,29,11,2,75,65,33,9
