,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,96,7,0,0,96,14,0,0
5,5,88,11,0,0,88,22,0,0
6,6,80,15,0,0,80,30,0,0
7,7,80,15,0,0,80,30,0,0
8,8,76,17,0,0,76,34,0,0
9,9,69,20,0,0,69,41,0,0
10,10,63,22,0,0,63,47,0,0
11,11,61,23,0,0,61,49,0,0
12,12,53,25,1,0,53,54,3,0
13,13,45,22,5,0,45,49,16,0
14,14,42,23,5,0,42,52,16,0
15,15,37,21,7,0,37,49,24,0
