,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,97,5,1,0,97,10,3,0
5,5,89,9,1,0,89,18,3,0
6,6,81,13,1,0,81,26,3,0
7,7,81,13,1,0,81,26,3,0
8,8,78,14,1,0,78,29,3,0
9,9,72,15,2,0,72,32,6,0
10,10,65,17,3,0,65,36,9,0
11,11,63,18,3,0,63,38,9,0
12,12,56,19,3,1,56,40,10,4
13,13,46,21,3,2,46,44,10,10
14,14,46,18,4,2,46,38,16,10
15,15,39,21,3,2,39,47,12,12
