,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,96,7,0,0,96,14,0,0
5,5,90,8,1,0,90,16,4,0
6,6,82,12,1,0,82,24,4,0
7,7,82,12,1,0,82,24,4,0
8,8,79,13,1,0,79,27,4,0
9,9,72,15,2,0,72,31,7,0
10,10,66,16,3,0,66,34,10,0
11,11,66,14,4,0,66,30,14,0
12,12,58,16,5,0,58,33,19,0
13,13,49,16,7,0,49,34,27,0
14,14,45,18,7,0,45,38,27,0
15,15,38,21,6,0,38,50,22,0
