,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,97,6,0,0,97,12,0,0
5,5,89,10,0,0,89,20,0,0
6,6,82,12,1,0,82,24,3,0
7,7,82,12,1,0,82,24,3,0
8,8,80,10,3,0,80,20,9,0
9,9,72,14,3,0,72,28,9,0
10,10,66,14,5,0,66,28,15,0
11,11,65,14,5,0,65,29,15,0
12,12,61,13,4,1,61,30,14,4
13,13,52,12,6,2,52,27,19,11
14,14,49,13,5,3,49,29,16,15
15,15,44,14,3,4,44,33,9,23
