,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,97,5,1,0,97,10,3,0
5,5,89,9,1,0,89,18,3,0
6,6,81,13,1,0,81,26,3,0
7,7,81,13,1,0,81,26,3,0
8,8,79,12,2,0,79,25,6,0
9,9,73,13,3,0,73,28,9,0
10,10,67,14,4,0,67,30,13,0
11,11,65,15,4,0,65,32,13,0
12,12,59,13,7,0,59,28,23,0
13,13,50,13,9,0,50,30,30,0
14,14,48,13,9,0,48,33,29,0
15,15,46,9,8,2,46,21,29,14
