,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,110,0,0,0,110,0,0,0
1,1,108,1,0,0,108,2,0,0
2,2,106,2,0,0,106,4,0,0
3,3,104,3,0,0,104,6,0,0
4,4,96,7,0,0,96,14,0,0
5,5,89,10,0,0,89,21,0,0
6,6,81,14,0,0,81,29,0,0
7,7,81,14,0,0,81,29,0,0
8,8,77,16,0,0,77,33,0,0
9,9,70,19,0,0,70,40,0,0
10,10,64,20,1,0,64,42,4,0
11,11,63,20,1,0,63,43,4,0
12,12,55,22,2,0,55,48,7,0
13,13,46,21,4,1,46,46,13,5
14,14,44,21,4,1,44,48,13,5
15,15,41,20,4,0,41,52,17,0
