,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,98,0,0,0,98,0,0,0
1,1,98,0,0,0,98,0,0,0
2,2,98,0,0,0,98,0,0,0
3,3,98,0,0,0,98,0,0,0
4,4,98,0,0,0,98,0,0,0
5,5,98,0,0,0,98,0,0,0
6,6,96,1,0,0,96,2,0,0
7,7,96,1,0,0,96,2,0,0
8,8,93,2,0,0,93,4,0,0
9,9,87,5,0,0,87,10,0,0
10,10,78,8,1,0,78,16,3,0
11,11,66,10,2,1,66,20,7,4
12,12,62,10,2,1,62,23,7,5
13,13,57,11,3,1,57,25,10,5
14,14,51,11,5,1,51,25,16,5
15,15,43,14,5,1,43,31,18,5
