,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,199,17,3,0,199,35,9,0
9,9,182,22,5,0,182,46,15,0
10,10,176,25,5,0,176,52,15,0
11,11,155,26,9,1,155,56,27,5
12,12,152,27,9,1,152,59,27,5
13,13,149,27,8,2,149,59,24,11
14,14,139,29,9,2,139,63,30,11
15,15,137,28,9,3,137,61,30,15
