,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,200,16,2,1,200,32,6,5
9,9,184,21,3,1,184,45,9,5
10,10,178,24,3,1,178,51,9,5
11,11,154,29,7,1,154,60,24,5
12,12,152,29,6,2,152,60,21,10
13,13,147,30,7,2,147,62,24,10
14,14,139,30,6,4,139,63,21,20
15,15,136,31,6,4,136,65,21,20
