,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,195,24,0,0,195,48,0,0
9,9,182,22,4,1,182,45,12,4
10,10,176,25,4,1,176,51,12,4
11,11,153,30,6,2,153,63,19,8
12,12,149,32,6,2,149,67,19,8
13,13,144,34,6,2,144,72,19,8
14,14,136,33,7,3,136,71,21,15
15,15,133,33,8,3,133,71,24,15
