,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,199,18,2,0,199,38,6,0
9,9,184,20,5,0,184,41,18,0
10,10,178,23,5,0,178,47,18,0
11,11,156,25,9,1,156,53,30,4
12,12,152,27,9,1,152,57,30,4
13,13,146,30,9,1,146,63,30,4
14,14,137,29,12,1,137,62,40,4
15,15,135,28,12,2,135,58,42,8
