,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,9,1,0,222,18,3,0
8,8,198,18,3,0,198,36,9,0
9,9,180,24,5,0,180,48,15,0
10,10,175,26,4,1,175,52,12,4
11,11,159,23,6,3,159,46,23,13
12,12,156,23,7,3,156,46,26,13
13,13,150,26,7,3,150,52,26,13
14,14,141,27,8,3,141,55,32,13
15,15,138,28,7,4,138,57,29,17
