,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,10,0,0,222,21,0,0
8,8,199,17,3,0,199,35,9,0
9,9,185,19,4,1,185,40,14,4
10,10,181,19,4,2,181,40,14,8
11,11,157,25,6,3,157,53,21,12
12,12,153,27,6,3,153,57,21,12
13,13,150,28,5,3,150,63,17,13
14,14,140,29,5,5,140,64,18,21
15,15,139,26,7,5,139,58,25,21
