,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,9,1,0,222,18,3,0
8,8,200,16,3,0,200,33,10,0
9,9,184,21,4,0,184,46,13,0
10,10,181,20,5,0,181,46,16,0
11,11,160,24,6,1,160,53,21,6
12,12,158,24,5,2,158,53,17,12
13,13,153,26,5,2,153,57,17,13
14,14,144,28,5,2,144,63,17,16
15,15,143,26,6,2,143,59,22,16
