,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,10,0,0,222,21,0,0
8,8,201,14,4,0,201,28,14,0
9,9,183,22,4,0,183,46,14,0
10,10,178,24,3,1,178,50,11,4
11,11,156,28,4,3,156,58,13,16
12,12,153,28,5,3,153,58,16,16
13,13,150,28,6,2,150,59,22,12
14,14,139,31,7,2,139,65,25,14
15,15,137,30,8,2,137,63,29,14
