,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,199,17,3,0,199,35,9,0
9,9,181,24,4,0,181,49,12,0
10,10,176,25,5,0,176,50,16,0
11,11,155,26,8,2,155,53,26,8
12,12,151,28,8,2,151,57,26,8
13,13,148,27,9,2,148,55,29,10
14,14,140,26,10,3,140,53,32,17
15,15,140,24,8,5,140,49,25,28
