,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,221,11,0,0,221,22,0,0
8,8,200,17,2,0,200,35,8,0
9,9,181,25,3,0,181,51,11,0
10,10,175,28,3,0,175,57,11,0
11,11,154,31,4,2,154,65,14,10
12,12,150,33,4,2,150,69,14,10
13,13,148,30,6,2,148,62,21,12
14,14,138,31,6,4,138,64,20,21
15,15,135,32,5,5,135,66,16,26
