,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,9,1,0,222,18,3,0
8,8,197,20,2,0,197,40,6,0
9,9,181,24,2,2,181,48,6,8
10,10,177,24,2,3,177,48,6,12
11,11,153,29,6,3,153,59,19,12
12,12,150,29,7,3,150,59,22,12
13,13,145,30,8,3,145,61,25,12
14,14,136,28,12,3,136,57,38,12
15,15,135,25,14,3,135,51,45,12
