,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,232,4,1,0,232,8,3,0
7,7,222,9,1,0,222,18,3,0
8,8,200,16,3,0,200,32,11,0
9,9,185,19,5,0,185,40,18,0
10,10,180,21,5,0,180,45,18,0
11,11,155,29,6,1,155,60,22,6
12,12,151,31,6,1,151,64,22,6
13,13,149,30,4,3,149,63,15,16
14,14,140,31,4,4,140,65,14,24
15,15,137,32,4,4,137,68,14,24
