,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,9,1,0,222,18,3,0
8,8,198,19,2,0,198,38,7,0
9,9,184,21,2,2,184,43,7,9
10,10,179,22,3,2,179,45,10,9
11,11,157,27,5,2,157,58,16,10
12,12,155,26,6,2,155,56,20,10
13,13,151,26,6,3,151,53,22,15
14,14,143,25,6,5,143,51,23,23
15,15,139,27,6,5,139,55,23,23
