,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,147,17,1,0,147,34,3,0
7,7,140,20,1,0,140,41,3,0
8,8,130,23,2,0,130,47,7,0
9,9,128,24,2,0,128,49,7,0
10,10,123,26,2,0,123,54,7,0
11,11,117,29,2,0,117,60,7,0
12,12,105,33,3,0,105,69,10,0
13,13,101,33,4,0,101,70,13,0
14,14,96,32,6,0,96,69,19,0
15,15,88,36,6,0,88,77,19,0
