,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,162,9,1,0,162,18,3,0
5,5,152,14,1,0,152,28,3,0
6,6,148,16,1,0,148,32,3,0
7,7,142,18,1,0,142,38,3,0
8,8,132,20,3,0,132,42,9,0
9,9,130,21,3,0,130,44,9,0
10,10,125,22,4,0,125,46,12,0
11,11,119,25,4,0,119,52,12,0
12,12,106,30,5,0,106,62,15,0
13,13,101,32,5,0,101,67,15,0
14,14,95,33,6,0,95,70,18,0
15,15,89,35,6,0,89,76,18,0
