,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,232,4,1,0,232,8,3,0
7,7,222,9,1,0,222,18,3,0
8,8,201,14,3,1,201,28,10,4
9,9,184,18,6,1,184,36,19,4
10,10,179,21,5,1,179,44,16,4
11,11,152,32,5,2,152,67,16,8
12,12,148,34,5,2,148,71,16,8
13,13,144,34,5,3,144,71,16,12
14,14,132,37,7,3,132,77,22,12
15,15,129,38,7,3,129,80,22,12
