,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,9,1,0,222,18,3,0
8,8,200,16,3,0,200,32,11,0
9,9,183,21,4,1,183,42,14,4
10,10,179,20,6,1,179,40,20,4
11,11,159,23,7,2,159,50,24,10
12,12,156,24,7,2,156,53,24,10
13,13,150,27,7,2,150,59,24,10
14,14,138,31,8,2,138,68,27,10
15,15,134,33,8,2,134,72,27,10
