,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,243,0,0,0,243,0,0,0
1,1,241,1,0,0,241,2,0,0
2,2,241,1,0,0,241,2,0,0
3,3,241,1,0,0,241,2,0,0
4,4,241,1,0,0,241,2,0,0
5,5,235,4,0,0,235,8,0,0
6,6,231,6,0,0,231,12,0,0
7,7,222,10,0,0,222,21,0,0
8,8,200,18,1,0,200,39,4,0
9,9,184,21,4,0,184,46,13,0
10,10,179,22,5,0,179,47,17,0
11,11,153,30,8,0,153,63,27,0
12,12,149,32,8,0,149,67,27,0
13,13,145,31,10,0,145,65,33,0
14,14,133,35,10,1,133,73,33,4
15,15,131,35,10,1,131,75,33,4
