,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,138,19,1,1,138,39,3,4
6,6,134,19,2,1,134,40,6,4
7,7,126,20,4,1,126,42,12,4
8,8,118,21,5,1,118,45,17,4
9,9,118,21,5,1,118,45,17,4
10,10,116,21,3,3,116,45,11,12
11,11,109,21,5,3,109,46,17,12
12,12,99,22,4,4,99,51,12,22
13,13,94,23,5,4,94,53,15,22
14,14,92,23,5,4,92,52,15,25
15,15,83,24,5,5,83,56,15,30
