,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,7,0,0,168,16,0,0
4,4,151,14,1,0,151,29,4,0
5,5,140,17,1,1,140,36,3,5
6,6,136,16,3,1,136,34,9,5
7,7,130,17,2,2,130,39,6,9
8,8,121,18,4,2,121,39,14,10
9,9,121,18,4,2,121,39,14,10
10,10,118,18,5,2,118,39,17,10
11,11,110,21,4,3,110,45,14,15
12,12,99,22,4,4,99,48,14,23
13,13,96,22,2,6,96,47,7,34
14,14,93,23,2,6,93,50,7,34
15,15,81,28,1,7,81,60,3,40
