,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,12,3,0
4,4,150,15,1,0,150,30,3,0
5,5,142,14,2,1,142,28,7,6
6,6,137,15,3,1,137,30,10,6
7,7,127,20,3,1,127,40,10,6
8,8,117,23,4,1,117,46,14,6
9,9,117,23,4,1,117,46,14,6
10,10,113,25,4,1,113,50,14,6
11,11,107,25,4,2,107,51,13,12
12,12,99,20,7,3,99,41,24,19
13,13,96,19,8,3,96,39,27,21
14,14,94,19,8,3,94,41,27,21
15,15,85,23,7,2,85,50,24,16
