,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,153,10,3,0,153,21,10,0
5,5,139,17,3,0,139,35,10,0
6,6,134,18,4,0,134,37,13,0
7,7,127,19,4,1,127,39,14,4
8,8,117,21,6,1,117,43,20,4
9,9,117,21,6,1,117,43,20,4
10,10,114,23,5,1,114,49,17,4
11,11,108,22,6,2,108,47,20,9
12,12,95,22,10,2,95,47,33,9
13,13,92,21,10,3,92,45,33,14
14,14,90,20,11,3,90,43,36,15
15,15,84,17,12,4,84,37,43,20
