,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,150,15,1,0,150,31,3,0
5,5,138,19,2,0,138,40,6,0
6,6,134,18,4,0,134,38,12,0
7,7,125,21,5,0,125,44,15,0
8,8,115,25,4,1,115,52,12,5
9,9,115,25,4,1,115,52,12,5
10,10,112,25,5,1,112,52,15,5
11,11,105,25,7,1,105,52,21,6
12,12,94,23,10,2,94,49,31,10
13,13,93,22,10,1,93,48,39,4
14,14,91,20,12,1,91,44,45,4
15,15,83,20,12,2,83,44,45,11
