,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,136,21,2,0,136,42,6,0
6,6,131,22,3,0,131,44,9,0
7,7,122,25,4,0,122,50,12,0
8,8,112,28,4,1,112,56,12,4
9,9,112,28,4,1,112,56,12,4
10,10,109,28,5,1,109,56,15,4
11,11,104,27,5,2,104,55,15,10
12,12,94,25,7,3,94,50,26,14
13,13,89,26,8,3,89,52,29,14
14,14,87,26,8,3,87,53,29,15
15,15,79,26,9,3,79,54,34,17
