,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,162,8,2,0,162,16,6,0
5,5,153,12,2,0,153,25,6,0
6,6,149,14,2,0,149,29,6,0
7,7,142,16,3,0,142,33,9,0
8,8,133,17,4,1,133,35,12,4
9,9,131,18,4,1,131,37,12,4
10,10,125,21,4,1,125,43,12,4
11,11,119,24,4,1,119,49,12,4
12,12,109,25,5,2,109,52,15,8
13,13,105,25,6,2,105,51,20,8
14,14,100,24,8,2,100,49,27,8
15,15,96,23,8,3,96,48,27,13
